,cost_patients,cost_doctors,graph_patients,graph_doctors,graph_age_p,graph_age_d,graph_sex_p,graph_sex_d,graph_distance,cost_age_p,cost_age_d,cost_sex_p,cost_sex_d,cost_distance
0,1.9025846830502753,0.6333276334308134,0.25146673938561276,0.2443214986666101,0.0003166892646385687,0.0015048387524150533,0.04897340702640639,0.05923601866469228,0.04753203434402974,0.044249300741489056,0.01250639579063768,0.9109011680729308,0.560614518012321,2.317783466265766e-09
1,1.3189144634112346,1.4568535429685139,0.2556400029110146,0.24065477224294832,0.00044684186005939806,0.0007871971134312355,0.028154114416096717,0.02815436971154569,0.07095304345299511,0.015597532291166427,0.02569457281835111,0.5282062954892672,0.47741474822292135,1.7509236349688707e-09
2,1.8623167634490416,1.7200707489146743,0.25494936813215935,0.2732403131931756,0.001289797402986071,0.0021383986996926095,0.051583087332469975,0.04034629915436677,0.06831189124910983,0.0388225079571144,0.02286243519043857,0.8788092068531864,0.5887440704947763,4.642871054283404e-10
3,1.28621955873178,1.7347293245690025,0.26476854636923486,0.25179259350625793,0.0006394073144926112,0.0008428354887067266,0.029378220348530947,0.02214834427569058,0.06958681611089478,0.020154834732949035,0.01748723498143974,0.5401489493506759,0.949368862399466,2.9342394242126703e-09
4,1.2934890537928003,1.1929114997683496,0.29681303861128827,0.25112758100816235,0.0004929240486092358,0.001600842970920353,0.02754058559332251,0.04927142334945707,0.08721167524125682,0.012019086245005433,0.02832864587346976,0.49210042611403004,0.5396170113754244,2.7438888700048736e-09
5,1.895948577548581,1.7328190234860696,0.2516713310429151,0.23235332895670005,0.00047814809539853414,0.0011965562693341814,0.0804992373830957,0.029514867654727696,0.07094716831252822,0.04443964748645774,0.012809384379129594,0.8947341432319714,0.73777090227332,1.8799131251689973e-09
6,1.3639711188234125,1.2339777835486248,0.2661387747383662,0.2243056117439319,0.000592168620077665,0.0010224352484179363,0.03523834425515105,0.0412426086289073,0.08823744456187711,0.014816572227510998,0.02332460455656247,0.5563336146042763,0.5220390826070456,2.2727539539246776e-09
7,1.4883824810861086,1.4124307909745675,0.27157916516937824,0.2773222757998133,0.0004494228714097342,0.0013577392871396907,0.02696128393429417,0.06666361026764575,0.07118099285262987,0.01978791626661668,0.029906156480721053,0.6430124577866324,0.5097078392806148,1.9833821562897926e-09
8,1.5223093505218612,1.1762770208661952,0.2688367493560826,0.22399923251397408,0.0005159494950818604,0.0006277202046092078,0.027512187148980436,0.07089732869250455,0.0697496079580141,0.023065939090461125,0.020505580854175438,0.5857864573529361,0.5538101374476228,2.0133383843434772e-09
9,1.502558931703567,1.005809177485406,0.27282968037376526,0.2587606042131596,0.0003694229382857501,0.0012578038651080404,0.03946812843070244,0.043464407594743966,0.07021485181385409,0.024760253497009478,0.013145516604161142,0.5745912277022848,0.5301286225740452,2.9253111244464946e-09
10,1.4734039120823235,1.3527919899307053,0.27022684071146336,0.28189902015084867,0.0009201837199076139,0.0007939520476467635,0.029831867836515095,0.03641972213175986,0.07283749301482648,0.01864714448571724,0.022966249378326795,0.661338694508054,0.6773331055489287,7.489216879985605e-10
11,1.5622835689712082,0.7332779938379761,0.2571111185001236,0.2928614491551781,0.0004963155264929658,0.000707581283550833,0.06611462414803684,0.0489629106894086,0.08534120518962851,0.020834838220543127,0.010601983464407156,0.7748632898047353,0.4295991855839288,1.3082352823268194e-09
12,1.5830705423602334,1.970160060532721,0.27720579950187935,0.24939911288079997,0.0008049042271292948,0.0014617700227342117,0.0433281241880693,0.03620640093046789,0.08688726171272121,0.024815336701754447,0.013831820192735676,0.8496142565280426,1.264655135316107,2.211740873780954e-09
13,1.4342303801657659,2.3974608053848727,0.25206366563569954,0.2549258365512313,0.000425723157192778,0.0011574590599788188,0.03225507333294837,0.03736120036646461,0.08233993393052666,0.023213727232948154,0.017098734036362924,0.47343039896296013,1.4292084390910618,2.506093425558298e-09
14,1.7705161603221553,1.3425707217290657,0.23730956662451583,0.26216570854398186,0.0005584730157386016,0.0012007927236803175,0.029029943504151442,0.03523242411804554,0.07684431665080728,0.029105843971489312,0.020654389926944065,0.9393031419606547,0.6271089877053133,6.203007074656597e-10
15,2.615793138954943,0.7825291632819679,0.2578954681212211,0.2643774098601339,0.0004109772082039826,0.001216149582035498,0.04874236040233127,0.05969731272785328,0.07228111022861161,0.0576541109099536,0.01140196740559158,1.4649685729221114,0.6998577247620511,1.2410584626643128e-09
16,1.3089109294977528,1.043273122296585,0.27052284992519526,0.25612097038810633,0.0006847431249755491,0.001140711505926103,0.03401273407581177,0.029183611785016796,0.0868475663601926,0.009265479757319355,0.0125149678359238,0.4901080154053233,0.9747857940521879,2.2215851164242295e-09
17,1.6466636401026422,1.0338657754988634,0.2487454048114807,0.2557263789658075,0.0003742466431139185,0.0016929374561264275,0.03950552164995702,0.0379748775159986,0.09105370021827067,0.033726546089757635,0.01596461041146192,0.7666741539573462,0.5214661029459235,1.4801131342778717e-09
18,1.5349448393599188,1.0839818761885582,0.25273015761959383,0.24219302052825392,0.0004167516179283335,0.0011563259196173228,0.03493830663479971,0.07131571409507478,0.08701682060179777,0.01950000914167857,0.014034998782856441,0.8007876117343062,0.633500706529402,1.1989022630221058e-09
19,1.2590337749791498,1.1579605949236558,0.28022509680378804,0.26103253982002456,0.00042339824837979136,0.0010326722589124818,0.03918662786185422,0.025621965873234783,0.09853566715088444,0.010816245011123809,0.03091437851194332,0.5481784262867216,0.8281975286063501,9.852206300786648e-10
