,cost_patients,cost_doctors,graph_patients,graph_doctors,graph_age_p,graph_age_d,graph_sex_p,graph_sex_d,graph_distance,cost_age_p,cost_age_d,cost_sex_p,cost_sex_d,cost_distance
0,1.1571961706272085,1.5973066265958187,0.27969888887739286,0.2596666010579563,0.0004569001407998069,0.002429213242366257,0.0380761080214458,0.05268851330204513,0.1824923430987047,0.004269439894682656,0.025250354348745053,0.36201682965877025,1.0005717534624718,7.835039250725373e-09
1,1.1857923775879262,3.227197521050375,0.29351352051799023,0.2731770349172276,0.00040305340950185073,0.0021279047216617338,0.049420012561158425,0.05151711429152008,0.23577760902338177,0.014342116166283614,0.07054807558885831,0.4574735905140885,1.873992917980399,8.248726612314349e-09
2,1.1348799069003142,1.2271149721665737,0.2956974620045233,0.24055770324628947,0.0003724285037886113,0.000562128975031806,0.025395396729478596,0.06086424954371569,0.19913129492910994,0.0015136730124623934,0.016345970324656896,0.31674074611611686,1.052434619471373,7.698455062876697e-09
3,1.2743608982274457,2.590798542328754,0.2879752385525606,0.2576326652022702,0.00035064520025523976,0.0010537906101795633,0.05233140354940657,0.048905500899401246,0.1898538238975432,0.006274051031045289,0.05789138255537523,0.3679987129287619,1.034278908732873,9.091037946884484e-09
4,1.1438912185169317,1.2957404768471745,0.2976679976887481,0.2614712589871542,0.0005151426875934755,0.000719627723886296,0.030865018723045853,0.05013051916847295,0.21014136857541385,0.003354817699340265,0.023380811772357214,0.3043228483391334,0.776118553348079,6.145689440684166e-09
5,1.2167877017485214,2.8092263020037023,0.2904020492972671,0.26643117093903806,0.0003751322691038067,0.0027523185509864254,0.029986531945840368,0.08938296477620655,0.18690257906608412,0.012947279745938624,0.05783917855108585,0.49404094138407345,1.360407033913022,6.7929863017957005e-09
6,1.526604810173328,3.6582615566573304,0.28816630640080537,0.2585296539924578,0.0008338293356206466,0.0042714019251247305,0.030975677702801793,0.03222235185730417,0.2928056873727008,0.0340054240054591,0.05299796871413931,0.854550604325324,1.987537728299223,6.285161038288578e-09
7,1.1457661149286025,0.9659865999047159,0.290508821587035,0.24020560008671155,0.00042366447194793524,0.0006923453489744047,0.0443184725158394,0.029748612396173154,0.2037728037093467,0.002325501731153112,0.027896853841238748,0.29509631895279403,0.40923336489578516,6.5376163299601944e-09
8,1.1371706200591856,1.1862739399423636,0.3000784618208755,0.2238675932208424,0.00040956692272682506,0.0009410592115775145,0.05515075010770998,0.04594686020782009,0.19832288807597134,0.0028993974708692786,0.028142467665452756,0.28840469587365414,0.4878836852222696,1.1256082931287992e-08
9,1.121943617512228,1.0811206645453348,0.28882156959458977,0.30020985349481194,0.000411068948823267,0.0017915590964599198,0.0273909634292996,0.0956535809858422,0.19360242016880172,0.0029086851563538546,0.024482307428336486,0.29061288527268286,0.5842815351088844,9.227609880091413e-09
10,1.2590094763648438,1.717952116895147,0.2916354616951254,0.24618469036953602,0.00038299832988266064,0.0011242868233387168,0.04128322260735802,0.03242213687490076,0.1980951673231077,0.0018298698052554422,0.02723343056800815,0.32053258913211563,1.0764404790313253,8.558133129388246e-09
11,1.1851154472737795,1.5999289425291854,0.3088169120804751,0.2452370309076406,0.00059211503106261,0.0018548327992939074,0.022067201183728406,0.0307953655831012,0.2065278412180521,0.004788421685193535,0.0241769283530411,0.31237305222510053,0.97540087152557,7.577205253794794e-09
12,1.1489303095271857,1.2477439487408117,0.29573183922092283,0.24808634689444212,0.00033794497829668055,0.0015551668209144154,0.024124988445276302,0.02737073200785216,0.22230245859802486,0.00324818660638497,0.031194777349323598,0.2837287277638712,0.4828638384152208,6.478423632549912e-09
13,0.9818753411598518,0.643505311833093,0.2970404363448419,0.24643427461981074,0.0005673120810046964,0.001103147203204994,0.03615429699545329,0.057181489993265465,0.18442539142273673,0.005618291558286414,0.012229326835074493,0.3665990657601782,0.5842920517346087,8.652687009114147e-09
14,1.2206865628834658,1.4966758462228362,0.27457830761499136,0.2967245019703776,0.0004139552338262183,0.0007039881105178272,0.03433897602031978,0.028764037159007723,0.21019673266014305,0.0032980403365095263,0.030299949433616843,0.3010715799411487,0.6548831533869597,8.275591710793506e-09
15,0.8705230439924354,0.65172925978428,0.2958612447587285,0.24375357669143827,0.0003951283646933923,0.0018117715410906788,0.02954401451705916,0.04699228397153177,0.1979646631212378,0.005826983043596795,0.010514224463853153,0.3441779290796168,0.6703959450044971,6.098886887739852e-09
16,1.1625512458152722,1.3296675090409351,0.2947630969941001,0.24034029638399107,0.0002830370308457007,0.0010743841023772122,0.03099472150591633,0.0672769882635973,0.2101916051936392,0.003150437479589807,0.029115694057225007,0.31029394585431175,0.74510753289662,6.799124354639474e-09
17,1.1868202448189502,2.138281214613188,0.3083718962900908,0.22229783928180452,0.0003303957160376653,0.0009052474993664669,0.027853848304539665,0.030026025067725025,0.18883984027058734,0.002759045933291211,0.05306992154124905,0.3181458149374409,0.8509745921709453,1.0170176290569267e-08
18,1.0896326758136945,0.935233395815232,0.2807245918150222,0.26671966889725485,0.0004140867113374694,0.0011393614162744754,0.027579976114689132,0.04780491476011849,0.20092019239624154,0.0029381934900708966,0.013586498102317157,0.2979530467806081,0.8779407750707824,8.420737777070642e-09
19,1.1624857286163144,1.4561694123126898,0.27826427922310043,0.2710321024404563,0.0004848373659838388,0.0012856341616504527,0.03926867552053968,0.06086766532674805,0.1626229139686814,0.004297507162144603,0.028179707447323406,0.275975716910351,0.6961126814340372,1.0390043270191995e-08
